antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'COSMETICS'}),frozenset({'GROCERY'}),0.028780213603147836,0.9477234401349073,0.024845418774592468,0.86328125,0.9108999666370107,1.0,-0.002430264269200254,0.38236569501324963,-0.09149875517724448,0.026107501476668633,-1.6152973790322596,0.4447485728054567
"frozenset({'MISC SALES TRAN', 'DRUG GM'})",frozenset({'GROCERY'}),0.011804384485666104,0.9477234401349073,0.01011804384485666,0.8571428571428571,0.9044229791560752,1.0,-0.001069248028573947,0.36593591905564893,-0.09660842754367933,0.010657193605683835,-1.732718894009219,0.4339095068632435
"frozenset({'PASTRY', 'MEAT', 'DRUG GM', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.013265879707700956,0.483867341202923,0.01135469364811692,0.8559322033898306,1.768939811606074,1.0,0.004935767705233849,3.5825678669444176,0.44053370815035253,0.023374218930803055,0.7208706053479728,0.43969937307038
"frozenset({'PASTRY', 'MEAT', 'DRUG GM', 'DELI'})",frozenset({'PRODUCE'}),0.013265879707700956,0.5008431703204047,0.01135469364811692,0.8559322033898306,1.708982480168921,1.0,0.00471056839822285,3.4647356413054275,0.4204339198873745,0.022584973166368517,0.7113776912505727,0.43930167969715994
"frozenset({'PASTRY', 'MEAT', 'GROCERY', 'DELI', 'DRUG GM'})",frozenset({'PRODUCE'}),0.013265879707700956,0.5008431703204047,0.01135469364811692,0.8559322033898306,1.708982480168921,1.0,0.00471056839822285,3.4647356413054275,0.4204339198873745,0.022584973166368517,0.7113776912505727,0.43930167969715994
"frozenset({'MEAT-PCKGD', 'MEAT', 'DELI'})",frozenset({'PRODUCE'}),0.04047217537942664,0.5008431703204047,0.03462619449128724,0.8555555555555556,1.7082304526748973,1.0,0.01435598186449177,3.455701128551046,0.43208636706000497,0.06833814067006878,0.7106231231231233,0.4623456790123457
"frozenset({'NUTRITION', 'DELI'})",frozenset({'PRODUCE'}),0.02473299606520517,0.5008431703204047,0.021135469364811692,0.8545454545454545,1.7062136516681972,1.0,0.00874811720399224,3.4317032040472166,0.42440370347660805,0.04189881880989525,0.7085995085995085,0.44837261503928166
"frozenset({'MEAT-PCKGD', 'MEAT', 'GROCERY', 'DELI'})",frozenset({'PRODUCE'}),0.040134907251264756,0.5008431703204047,0.034288926363125354,0.854341736694678,1.7058069018853335,1.0,0.014187632174886514,3.426903619146454,0.43106805064341097,0.0676725094297759,0.7081913846619731,0.46140206924520655
"frozenset({'PASTRY', 'MEAT', 'GROCERY', 'DELI'})",frozenset({'PRODUCE'}),0.02001124227093873,0.5008431703204047,0.017088251826869027,0.8539325842696629,1.704989974652896,1.0,0.00706575780584238,3.417304449344921,0.42192962330111167,0.03392099977683553,0.7073716975402369,0.44402577586098185
"frozenset({'DRUG GM', 'COSMETICS'})",frozenset({'GROCERY'}),0.022034851039910062,0.9477234401349073,0.018774592467678472,0.8520408163265306,0.899039509042051,1.0,-0.0021083523627253332,0.3533174390882129,-0.10300096076189169,0.019742286322260313,-1.83031599736669,0.435925508993633
"frozenset({'MEAT-PCKGD', ' ', 'GROCERY'})",frozenset({'PRODUCE'}),0.01517706576728499,0.5008431703204047,0.012928611579539067,0.851851851851852,1.7008355156503308,1.0,0.005327281844490767,3.3693086003372708,0.41840381179273384,0.025698324022346373,0.7032032032032034,0.43883277216610556
"frozenset({'PASTRY', 'MEAT', 'DELI'})",frozenset({'PRODUCE'}),0.020348510399100617,0.5008431703204047,0.01731309724564362,0.850828729281768,1.6987927153673013,1.0,0.007121684786060343,3.3461994878521026,0.419890816092331,0.03435966086568497,0.7011535015678663,0.44269831525816794
"frozenset({'MEAT-PCKGD', 'PASTRY', 'DRUG GM', 'DELI'})",frozenset({'PRODUCE'}),0.015626756604834178,0.5008431703204047,0.013265879707700956,0.8489208633093525,1.694983407213623,1.0,0.005439325387910483,3.303942825022082,0.41653277945970224,0.026362823949955323,0.6973313241298852,0.43770397823155616
"frozenset({'MEAT-PCKGD', 'PASTRY', 'GROCERY', 'DELI', 'DRUG GM'})",frozenset({'PRODUCE'}),0.01551433389544688,0.5008431703204047,0.01315345699831366,0.8478260869565218,1.6927975406236278,1.0,0.0053832088247087306,3.2801734521802,0.41571138693440857,0.02613941018766756,0.6951380728554644,0.4370443566095741
"frozenset({'MEAT-PCKGD', 'MEAT', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.04047217537942664,0.483867341202923,0.034288926363125354,0.8472222222222223,1.7509390489467163,1.0,0.014705762469583782,3.3783228575808693,0.44696764527932237,0.06997017664601973,0.7039951354098601,0.45904326724494016
"frozenset({'PASTRY', 'NUTRITION'})",frozenset({'PRODUCE'}),0.018324901630129287,0.5008431703204047,0.01551433389544688,0.8466257668711656,1.6904009419346844,1.0,0.006336432067203376,3.2545025295109613,0.4160484176143719,0.030803571428571423,0.6927333775493285,0.4388010989237983
"frozenset({'MEAT-PCKGD', 'MEAT', 'PASTRY'})",frozenset({'PRODUCE'}),0.03204047217537943,0.5008431703204047,0.02709387296233839,0.8456140350877193,1.688380884872113,1.0,0.011046621299458645,3.2331749195155597,0.42121242789191377,0.05356745943543009,0.6907064959696538,0.4498552779254533
"frozenset({'MEAT-PCKGD', 'MEAT', 'GROCERY', 'PASTRY'})",frozenset({'PRODUCE'}),0.031815626756604834,0.5008431703204047,0.0268690275435638,0.8445229681978799,1.6862024247183258,1.0,0.01093438817305514,3.2104859727119424,0.4203242726408806,0.053122916203600795,0.688520676153185,0.4490852775894001
"frozenset({'MEAT-PCKGD', 'PASTRY', 'DRUG GM', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.015626756604834178,0.483867341202923,0.01315345699831366,0.841726618705036,1.7395813832205609,1.0,0.00559217982830733,3.261019980581531,0.4318982246117924,0.027045769764216365,0.6933474784102146,0.43445531678746224
"frozenset({'NUTRITION', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.02473299606520517,0.483867341202923,0.020798201236649803,0.8409090909090909,1.737891813112538,1.0,0.00883071219059662,3.244262426724484,0.4353578939169717,0.042636552200967966,0.6917635294350608,0.4419461811422778
"frozenset({'PASTRY', 'MEAT', 'DRUG GM'})","frozenset({'GROCERY', 'PRODUCE'})",0.03316469926925239,0.483867341202923,0.027880831928049465,0.8406779661016949,1.7374141515972528,1.0,0.011833517070841789,3.239556049896546,0.43899099774943734,0.05699839117444265,0.6913157282671697,0.44914939197278053
"frozenset({'PASTRY', 'MEAT', 'DRUG GM'})",frozenset({'PRODUCE'}),0.03316469926925239,0.5008431703204047,0.027880831928049465,0.8406779661016949,1.6785253666609599,1.0,0.01127051880331429,3.1330056330953315,0.41810530757689424,0.05508662816525989,0.6808176820888685,0.4481728775514086
"frozenset({'PASTRY', 'MEAT', 'GROCERY', 'DRUG GM'})",frozenset({'PRODUCE'}),0.03316469926925239,0.5008431703204047,0.027880831928049465,0.8406779661016949,1.6785253666609599,1.0,0.01127051880331429,3.1330056330953315,0.41810530757689424,0.05508662816525989,0.6808176820888685,0.4481728775514086
"frozenset({'MEAT-PCKGD', ' '})",frozenset({'PRODUCE'}),0.01551433389544688,0.5008431703204047,0.013041034288926364,0.8405797101449276,1.6783291855755627,1.0,0.005270786115321434,3.131074658899281,0.41053856422251367,0.025910207728389548,0.680620838229534,0.43330893475821014
"frozenset({'PASTRY', 'MEAT', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.020348510399100617,0.483867341202923,0.017088251826869027,0.8397790055248618,1.735556285814044,1.0,0.007242272202616182,3.2213796980093417,0.4326190159815421,0.03507962150934687,0.689574004387638,0.43754749532748666
"frozenset({'MEAT-PCKGD', 'MEAT', 'PASTRY'})","frozenset({'GROCERY', 'PRODUCE'})",0.03204047217537943,0.483867341202923,0.0268690275435638,0.8385964912280701,1.7331124046174915,1.0,0.01136568946117672,3.197778429503628,0.43700523377020967,0.05494252873563217,0.687282899035871,0.4470631155025109
"frozenset({'MEAT-PCKGD', 'NUTRITION', 'GROCERY'})",frozenset({'PRODUCE'}),0.03226531759415402,0.5008431703204047,0.026981450252951095,0.8362369337979093,1.6696582550241086,1.0,0.010821586297700261,3.048042768469016,0.4144473164498141,0.05330964015992892,0.6719206139937846,0.4450544938349816
"frozenset({'MEAT', 'GROCERY', 'DRUG GM', 'DELI'})",frozenset({'PRODUCE'}),0.043957279370432825,0.5008431703204047,0.03664980326025857,0.8337595907928389,1.664711910236207,1.0,0.014634100101711272,3.0026203139187966,0.41765441308023943,0.07212389380530974,0.6669575585815996,0.45346789865118936
"frozenset({'MEAT-PCKGD', ' '})","frozenset({'GROCERY', 'PRODUCE'})",0.01551433389544688,0.483867341202923,0.012928611579539067,0.8333333333333334,1.7222351301115242,1.0,0.005421732087014798,3.0967959527824624,0.4259677971908188,0.026577305292350358,0.6770856022653018,0.43002633209417596
"frozenset({'MEAT-PCKGD', 'NUTRITION'})",frozenset({'PRODUCE'}),0.032715008431703205,0.5008431703204047,0.027206295671725687,0.831615120274914,1.6604301896398115,1.0,0.010821207131732683,2.964380355852289,0.4111988081653353,0.05373001776198935,0.662661372712919,0.4429680539646175
"frozenset({'MEAT', 'DRUG GM', 'DELI'})",frozenset({'PRODUCE'}),0.04429454749859472,0.5008431703204047,0.036762225969645866,0.8299492385786801,1.657104035276624,1.0,0.014577604372541936,2.9353401625934388,0.4149161080887408,0.07231313578062804,0.6593239813417476,0.4516749559896767
"frozenset({'PASTRY', 'NUTRITION'})","frozenset({'GROCERY', 'PRODUCE'})",0.018324901630129287,0.483867341202923,0.01517706576728499,0.8282208588957054,1.711669270417588,1.0,0.006310244337709223,3.0046294065686956,0.4235362481125192,0.03116343490304709,0.6671802526415378,0.4297935149497114
"frozenset({'MEAT', 'DRUG GM', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.04429454749859472,0.483867341202923,0.03664980326025857,0.8274111675126904,1.7099958956843357,1.0,0.015217118332326963,2.9905333465595345,0.43444690375654105,0.07456541628545288,0.6656114866097541,0.4515773309682411
"frozenset({'MEAT-PCKGD', 'NUTRITION'})","frozenset({'GROCERY', 'PRODUCE'})",0.032715008431703205,0.483867341202923,0.026981450252951095,0.8247422680412371,1.704480128770168,1.0,0.011151726105671656,2.94499222960685,0.42728963272896314,0.05510907003444316,0.6604405302171213,0.4402521749128118
"frozenset({'DELI', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.014727374929735807,0.5008431703204047,0.012141652613827993,0.8244274809160305,1.6460791117279665,1.0,0.0047655474635218634,2.8430236820881287,0.3983626198083067,0.0241179097811523,0.6482618114297503,0.4243349525792274
"frozenset({'MEAT', ' '})","frozenset({'GROCERY', 'PRODUCE'})",0.014052838673412029,0.483867341202923,0.011579539066891511,0.824,1.7029460966542749,1.0,0.004779829381634021,2.932571924983391,0.4186657957954632,0.023809523809523808,0.6590023959921585,0.4239656133828996
"frozenset({'MEAT', ' '})",frozenset({'PRODUCE'}),0.014052838673412029,0.5008431703204047,0.011579539066891511,0.824,1.6452255892255891,1.0,0.00454127079369864,2.8361183504522454,0.39777042211422425,0.023006477551932095,0.6474054054054054,0.42356004489337823
"frozenset({'MEAT', 'GROCERY', ' '})",frozenset({'PRODUCE'}),0.014052838673412029,0.5008431703204047,0.011579539066891511,0.824,1.6452255892255891,1.0,0.00454127079369864,2.8361183504522454,0.39777042211422425,0.023006477551932095,0.6474054054054054,0.42356004489337823
"frozenset({'GROCERY', 'DELI', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.01461495222034851,0.5008431703204047,0.012029229904440697,0.823076923076923,1.6433825433825433,1.0,0.004709430900320111,2.8213212112324944,0.39730555363035863,0.023894595801697185,0.645556133056133,0.42354744021410684
"frozenset({'MEAT', 'GROCERY', 'DELI'})",frozenset({'PRODUCE'}),0.06891512085441259,0.5008431703204047,0.05654862282181001,0.8205546492659054,1.6383464882649221,1.0,0.022032955210072168,2.781664878123563,0.418467221303908,0.11018619934282586,0.6405030642387902,0.46673074775304246
"frozenset({'MEAT-PCKGD', 'GROCERY', 'DRUG GM', 'DELI'})",frozenset({'PRODUCE'}),0.047329960652051715,0.5008431703204047,0.0387858347386172,0.8194774346793349,1.6361956860769211,1.0,0.015080947194503608,2.765066122304073,0.40814357985038635,0.07614213197969542,0.6383449958271811,0.44845925606020615
"frozenset({'DELI', 'SEAFOOD-PCKGD'})","frozenset({'GROCERY', 'PRODUCE'})",0.014727374929735807,0.483867341202923,0.012029229904440697,0.8167938931297709,1.6880533641703792,1.0,0.0049031341542908466,2.8172240959340438,0.4136942974018606,0.024722735674676526,0.6450406620320872,0.420827243962655
"frozenset({'MEAT', 'DELI'})",frozenset({'PRODUCE'}),0.06992692523889826,0.5008431703204047,0.05711073636874649,0.8167202572347266,1.6306906146134441,1.0,0.022088313441338756,2.7234697198307734,0.41584140040031553,0.11118406653534693,0.6328213261493003,0.465374718965287
"frozenset({'MEAT-PCKGD', 'DRUG GM', 'DELI'})",frozenset({'PRODUCE'}),0.0476672287802136,0.5008431703204047,0.0388982574480045,0.8160377358490567,1.6293278698939078,1.0,0.015024451465334283,2.7133653305660066,0.4055830057394048,0.07632914184866535,0.6314539775624683,0.44685164009063383
"frozenset({'MEAT-PCKGD', 'DRUG GM', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.0476672287802136,0.483867341202923,0.0387858347386172,0.8136792452830189,1.6816163770428563,1.0,0.015721219486223795,2.7701297130374773,0.4256222850680668,0.07871321013004791,0.6390060742305497,0.44691861892403734
"frozenset({'MEAT', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.06992692523889826,0.483867341202923,0.05654862282181001,0.8086816720257235,1.6712879815680322,1.0,0.022713267427968732,2.6977690232922846,0.43185754324530273,0.11372371693420755,0.6293233440794621,0.4627748508827502
"frozenset({'MEAT-PCKGD', 'PASTRY', 'GROCERY', 'DELI'})",frozenset({'PRODUCE'}),0.02349634626194491,0.5008431703204047,0.018999437886453065,0.8086124401913877,1.6145022795740502,1.0,0.007231453333674585,2.608094435075887,0.38977229221477266,0.03759733036707453,0.6165783007888274,0.42327367239647945
"frozenset({'MEAT-PCKGD', 'PASTRY', 'DELI'})",frozenset({'PRODUCE'}),0.0238336143901068,0.5008431703204047,0.019224283305227657,0.8066037735849058,1.6104917095483136,1.0,0.007287380313892549,2.5810060461481528,0.3883268576831923,0.0380338078291815,0.6125541815400308,0.4224938059843721
"frozenset({'MEAT-PCKGD', 'MEAT', 'SEAFOOD-PCKGD'})","frozenset({'GROCERY', 'PRODUCE'})",0.0178752107925801,0.483867341202923,0.014390106801573918,0.8050314465408805,1.6637441256926422,1.0,0.00574087608192639,2.6472610564108146,0.40620707417582413,0.02952710495963091,0.6222510818952587,0.4173856117462767
"frozenset({'MEAT-PCKGD', 'MEAT', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.0178752107925801,0.5008431703204047,0.014390106801573918,0.8050314465408805,1.6073523494907145,1.0,0.005437429558072585,2.5601914812598605,0.3847361134958791,0.028533214444939812,0.6094042155362911,0.416881604302988
"frozenset({'MEAT-PCKGD', 'MEAT', 'GROCERY', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.0178752107925801,0.5008431703204047,0.014390106801573918,0.8050314465408805,1.6073523494907145,1.0,0.005437429558072585,2.5601914812598605,0.3847361134958791,0.028533214444939812,0.6094042155362911,0.416881604302988
"frozenset({'GROCERY', 'PRODUCE', 'COSMETICS'})",frozenset({'DRUG GM'}),0.014727374929735807,0.5766160764474424,0.011804384485666104,0.8015267175572518,1.390052671606893,1.0,0.0033123433373114155,2.1332036148225004,0.28479711373367234,0.020368574199806012,0.5312214956643002,0.41099927221204374
"frozenset({'PASTRY', 'MEAT', 'GROCERY'})",frozenset({'PRODUCE'}),0.05643620011242271,0.5008431703204047,0.04508150646430579,0.798804780876494,1.5949199833661984,1.0,0.01681582107916322,2.4809577079124434,0.39531963609384735,0.08801580333625987,0.596929848174868,0.44440800211052534
"frozenset({'MEAT-PCKGD', 'PASTRY', 'DELI'})","frozenset({'GROCERY', 'PRODUCE'})",0.0238336143901068,0.483867341202923,0.018999437886453065,0.7971698113207548,1.6474966244651752,1.0,0.007467130260256362,2.5446540387204735,0.40261423566555615,0.03887738670347366,0.607019270681358,0.4182178052886302
"frozenset({'PRODUCE', 'COSMETICS'})",frozenset({'DRUG GM'}),0.0149522203485104,0.5766160764474424,0.0119168071950534,0.7969924812030075,1.3821891441413046,1.0,0.0032951165635177245,2.0855578456477835,0.28070721339575266,0.02055857253685027,0.5205119809614316,0.40882963892476365
"frozenset({'MEAT-PCKGD', 'DRUG GM', 'SEAFOOD-PCKGD'})","frozenset({'GROCERY', 'PRODUCE'})",0.01765036537380551,0.483867341202923,0.014052838673412029,0.7961783439490446,1.6454475765396728,1.0,0.005512403308728622,2.5322758572231594,0.39931059739070723,0.028828413284132836,0.6050983161461015,0.41261054743920633
"frozenset({'MEAT-PCKGD', 'DRUG GM', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.01765036537380551,0.5008431703204047,0.014052838673412029,0.7961783439490446,1.5896759527332778,1.0,0.005212773722281783,2.448988195615515,0.37760585946440833,0.027858257187430353,0.5916681012222414,0.41211835267036967
"frozenset({'MEAT-PCKGD', 'GROCERY', 'DRUG GM', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.01765036537380551,0.5008431703204047,0.014052838673412029,0.7961783439490446,1.5896759527332778,1.0,0.005212773722281783,2.448988195615515,0.37760585946440833,0.027858257187430353,0.5916681012222414,0.41211835267036967
"frozenset({'PASTRY', 'MEAT'})",frozenset({'PRODUCE'}),0.05733558178752108,0.5008431703204047,0.045531197301854974,0.7941176470588235,1.585561497326203,1.0,0.01681506274722806,2.4244760298723196,0.39177101967799643,0.08881578947368421,0.5875397456279808,0.4425133689839572
"frozenset({'NUTRITION', 'DRUG GM', 'GROCERY'})",frozenset({'PRODUCE'}),0.05317594154019112,0.5008431703204047,0.04204609331084879,0.7906976744186046,1.57873306710516,1.0,0.015413286165086967,2.384860408469177,0.3871687596910054,0.08212560386473429,0.5806882463859208,0.4373241458512776
"frozenset({'PRODUCE', 'COSMETICS'})","frozenset({'DRUG GM', 'GROCERY'})",0.0149522203485104,0.5414277684092187,0.011804384485666104,0.7894736842105262,1.4581329777933203,1.0,0.003708837189609208,2.17821810005621,0.3189606634710491,0.02167630057803468,0.5409091495593603,0.4056380048959608
frozenset({'MISC SALES TRAN'}),frozenset({'GROCERY'}),0.01911186059584036,0.9477234401349073,0.015064643057897696,0.788235294117647,0.8317144651454887,1.0,-0.0030481152133709083,0.24686153269627115,-0.17100374383118722,0.015828017954169618,-3.0508538899430766,0.4020654525155258
"frozenset({'PASTRY', 'MEAT'})","frozenset({'GROCERY', 'PRODUCE'})",0.05733558178752108,0.483867341202923,0.04508150646430579,0.7862745098039216,1.624979499234638,1.0,0.017338690948455228,2.414932623729442,0.4080005710232468,0.09086789032404259,0.585909772316681,0.4397218273926671
"frozenset({'MEAT-PCKGD', 'PASTRY', 'GROCERY', 'DRUG GM'})",frozenset({'PRODUCE'}),0.0357504215851602,0.5008431703204047,0.027993254637436762,0.7830188679245282,1.5634013086843275,1.0,0.010087900150434096,2.3004619106972646,0.37372996708765804,0.05503978779840849,0.5653046914839367,0.41945556190839206
"frozenset({'SEAFOOD', 'GROCERY'})",frozenset({'PRODUCE'}),0.018100056211354694,0.5008431703204047,0.014165261382799325,0.782608695652174,1.562582345191041,1.0,0.005099971846926907,2.2961214165261388,0.3666704831692237,0.028062360801781736,0.5644829612220917,0.4054457619675011
"frozenset({'MEAT-PCKGD', 'PASTRY', 'DRUG GM'})",frozenset({'PRODUCE'}),0.035975267003934795,0.5008431703204047,0.028105677346824058,0.78125,1.5598695286195288,1.0,0.010087710567450309,2.281859792821007,0.37231486880466474,0.05524861878453038,0.5617609797297297,0.4186833613916947
"frozenset({'MEAT-PCKGD', 'SEAFOOD-PCKGD'})","frozenset({'GROCERY', 'PRODUCE'})",0.02866779089376054,0.483867341202923,0.02237211916807195,0.7803921568627451,1.6128225453750273,1.0,0.008500711410146671,2.3502469284509755,0.39118334729201565,0.04564220183486239,0.5745127935731035,0.4133141081711495
"frozenset({'MEAT-PCKGD', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.02866779089376054,0.5008431703204047,0.02237211916807195,0.7803921568627451,1.5581567307057504,1.0,0.008014051890758494,2.2729462780053002,0.36878838637632616,0.04411438705386832,0.560042395336513,0.41253053409916157
"frozenset({'MEAT-PCKGD', 'GROCERY', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.02866779089376054,0.5008431703204047,0.02237211916807195,0.7803921568627451,1.5581567307057504,1.0,0.008014051890758494,2.2729462780053002,0.36878838637632616,0.04411438705386832,0.560042395336513,0.41253053409916157
"frozenset({'PASTRY', 'GROCERY', 'DRUG GM', 'DELI'})",frozenset({'PRODUCE'}),0.028555368184373243,0.5008431703204047,0.022259696458684655,0.7795275590551182,1.556430446194226,1.0,0.007957935327556741,2.2640327631895936,0.3680129614627937,0.04389270671691421,0.5583102787827199,0.4119860017497813
"frozenset({'MEAT-PCKGD', 'PASTRY', 'DRUG GM'})","frozenset({'GROCERY', 'PRODUCE'})",0.035975267003934795,0.483867341202923,0.027993254637436762,0.778125,1.6081370527416354,1.0,0.010585997843177587,2.3262317016206278,0.39227463791024153,0.05691428571428571,0.5701202080156829,0.41798907992565054
"frozenset({'MEAT-PCKGD', 'NUTRITION', 'PRODUCE', 'MEAT', 'GROCERY'})",frozenset({'DRUG GM'}),0.015401911186059583,0.5766160764474424,0.0119168071950534,0.7737226277372262,1.3418332567211204,1.0,0.00303581759715575,1.8710837911838831,0.25873594815737205,0.020542635658914725,0.46555039132305553,0.397194712191873
"frozenset({'MEAT', 'DRUG GM', 'SEAFOOD-PCKGD'})","frozenset({'GROCERY', 'PRODUCE'})",0.01517706576728499,0.483867341202923,0.011691961776278808,0.7703703703703704,1.5921106980586535,1.0,0.004348275316200718,2.247674481858238,0.37763435194942035,0.02399077277970011,0.5550957186766379,0.3972669695718023
"frozenset({'MEAT', 'DRUG GM', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.01517706576728499,0.5008431703204047,0.011691961776278808,0.7703703703703704,1.538146901109864,1.0,0.004090632041230507,2.17374748408856,0.35525882507903056,0.0231832367365136,0.5399649649649649,0.3968574635241302
"frozenset({'MEAT', 'GROCERY', 'DRUG GM', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.01517706576728499,0.5008431703204047,0.011691961776278808,0.7703703703703704,1.538146901109864,1.0,0.004090632041230507,2.17374748408856,0.35525882507903056,0.0231832367365136,0.5399649649649649,0.3968574635241302
"frozenset({'MEAT-PCKGD', 'MEAT', 'GROCERY', 'DRUG GM'})",frozenset({'PRODUCE'}),0.08589094997189432,0.5008431703204047,0.0659921304103429,0.768324607329843,1.5340622631198548,1.0,0.022974234724588066,2.1545526433627735,0.38084731348696615,0.12672711571675305,0.5358665275222868,0.4500433362126207
"frozenset({'MEAT-PCKGD', 'MEAT', 'NUTRITION', 'PRODUCE'})","frozenset({'GROCERY', 'DRUG GM'})",0.01551433389544688,0.5414277684092187,0.0119168071950534,0.7681159420289855,1.4186859020655784,1.0,0.003516916015686095,1.977592748735244,0.2997731195097829,0.021864686468646862,0.49433471545668684,0.39506295440319705
"frozenset({'MEAT-PCKGD', 'MEAT', 'NUTRITION', 'PRODUCE'})",frozenset({'DRUG GM'}),0.01551433389544688,0.5766160764474424,0.0119168071950534,0.7681159420289855,1.3321098273245906,1.0,0.0029709928555652562,1.8258431703204043,0.25323999560459454,0.020538655299360588,0.45230783439931643,0.39439136933775265
"frozenset({'MEAT', 'SEAFOOD-PCKGD'})","frozenset({'GROCERY', 'PRODUCE'})",0.025632377740303542,0.483867341202923,0.01967397414277684,0.7675438596491228,1.58626919878693,1.0,0.007271303676867177,2.220344268032708,0.379312663798645,0.04016525131971539,0.5496193926331838,0.404101855475119
"frozenset({'MEAT', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.025632377740303542,0.5008431703204047,0.01967397414277684,0.7675438596491228,1.5325033965384842,1.0,0.006836172812473042,2.1473161729612773,0.35661375661375655,0.03881987577639751,0.5343023944997628,0.4034127827987477
"frozenset({'MEAT', 'GROCERY', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.025632377740303542,0.5008431703204047,0.01967397414277684,0.7675438596491228,1.5325033965384842,1.0,0.006836172812473042,2.1473161729612773,0.35661375661375655,0.03881987577639751,0.5343023944997628,0.4034127827987477
frozenset({'SEAFOOD'}),frozenset({'PRODUCE'}),0.019336706014614954,0.5008431703204047,0.014839797639123103,0.7674418604651162,1.5322997416020672,1.0,0.0051551404952097125,2.146374367622259,0.35423592800641984,0.02936596218020023,0.5340980515399119,0.39853574504737294
"frozenset({'MEAT-PCKGD', 'GROCERY', 'DELI'})",frozenset({'PRODUCE'}),0.07386172006745363,0.5008431703204047,0.0566610455311973,0.7671232876712328,1.53166366864997,1.0,0.01966790748729557,2.1434381509770852,0.37479840807408177,0.10937500000000001,0.5334598296927063,0.440127300401273
"frozenset({'MEAT-PCKGD', 'MEAT', 'DRUG GM'})",frozenset({'PRODUCE'}),0.08622821810005621,0.5008431703204047,0.06610455311973018,0.7666232073011734,1.5306651916821408,1.0,0.022917738995418727,2.1388451863924556,0.3794046531013981,0.1268882175226586,0.5324579794918778,0.4493048696438527
"frozenset({'NUTRITION', 'DRUG GM'})",frozenset({'PRODUCE'}),0.05564924114671164,0.5008431703204047,0.042608206857785276,0.7656565656565657,1.5287351630785975,1.0,0.014736664495941507,2.1300226783741354,0.3662457595175274,0.08291402318967404,0.5305214305214306,0.42536475869809204
frozenset({'COSMETICS'}),frozenset({'DRUG GM'}),0.028780213603147836,0.5766160764474424,0.022034851039910062,0.765625,1.3277898956911678,1.0,0.005439717192743648,1.8064380738242458,0.2541842758633723,0.03777221044517248,0.4464244224641529,0.4019195384090466
"frozenset({'MEAT-PCKGD', 'MEAT', 'DRUG GM'})","frozenset({'GROCERY', 'PRODUCE'})",0.08622821810005621,0.483867341202923,0.0659921304103429,0.7653194263363756,1.5816720021519657,1.0,0.024269111781602938,2.1992986072075458,0.40246117486485405,0.13090990187332738,0.5453095833722634,0.45085209235034396
"frozenset({'MEAT-PCKGD', 'MEAT', 'NUTRITION', 'GROCERY'})",frozenset({'DRUG GM'}),0.016750983698707138,0.5766160764474424,0.012816188870151771,0.7651006711409397,1.3268805751215946,1.0,0.003157302373168195,1.802405845980889,0.25054962469058545,0.022075910147172736,0.4451859983533348,0.39366361301246633
"frozenset({'MEAT-PCKGD', 'DELI'})",frozenset({'PRODUCE'}),0.07487352445193929,0.5008431703204047,0.05711073636874649,0.7627627627627628,1.5229573007350785,1.0,0.019610843009174872,2.1040408137127247,0.3711738684870006,0.11012356384131802,0.524724048372697,0.43839597172930506
"frozenset({'GROCERY', 'DRUG GM', 'SEAFOOD-PCKGD'})",frozenset({'PRODUCE'}),0.02743114109050028,0.5008431703204047,0.0209106239460371,0.7622950819672131,1.5220235138267926,1.0,0.007171924276764614,2.099901145548642,0.3526536182652761,0.04121426988699313,0.5237871067789099,0.4020229618590274
"frozenset({'MEAT-PCKGD', 'MEAT', 'NUTRITION'})","frozenset({'GROCERY', 'DRUG GM'})",0.016863406408094434,0.5414277684092187,0.012816188870151771,0.76,1.4036960132890366,1.0,0.003685872370839484,1.9107176316282555,0.29252806114772356,0.023495465787304205,0.47663643049767096,0.39183554817275745
